"Symbol","Name","Sector","Industry","PE_Ratio","PEG_Ratio","Price_to_Book","Price_to_Sales","EV_to_EBITDA","EV_to_Revenue","Profit_Margin","Operating_Margin","Return_on_Assets","Return_on_Equity","Revenue_Growth_YOY","EPS_Growth_YOY","Current_Ratio","Debt_to_Equity","Interest_Coverage","Dividend_Yield","Dividend_Per_Share","Dividend_Payout_Ratio","Beta","Fifty_Two_Week_High","Fifty_Two_Week_Low","Market_Cap","EBITDA","Revenue_TTM"
"ETN","Eaton Corporation PLC","TECHNOLOGY","MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT",30.87,2.455,6.23,4.626,21.87,4.938,0.152,0.198,0.0761,0.202,0.046,0.043,NA,NA,NA,0.0142,3.76,NA,1.084,378.6,254,115095118000,5.594e+09,2.4878e+10
"YUM","Yum! Brands Inc","TRADE & SERVICES","RETAIL-EATING PLACES",29.65,2.265,NA,5.73,21.39,7.27,0.197,0.306,0.245,0,0.16,-0.066,NA,NA,NA,0.0183,2.72,NA,1.029,163.3,121.56,43274768000,2.714e+09,7.549e+09
"EXC","Exelon Corporation","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED",18.04,2.176,1.65,1.929,11.1,3.939,0.107,0.199,0.0255,0.0934,0.019,0.033,NA,NA,NA,0.0362,1.52,NA,0.58,45.2,33.02,44420669000,7.189e+09,23028001000
"PEP","PepsiCo Inc","MANUFACTURING","BEVERAGES",21.38,2.523,11.3,2.219,14.36,2.607,0.104,0.106,0.0899,0.523,-0.002,0.18,NA,NA,NA,0.0365,5.33,NA,0.53,177.51,140.27,203791188000,1.7341e+10,91853996000
"NEE","Nextera Energy Inc","ENERGY & TRANSPORTATION","ELECTRIC SERVICES",21.82,3.802,3.02,6.11,16.54,9.38,0.281,0.18,0.025,0.0951,-0.217,-0.008,NA,NA,NA,0.0308,2.06,NA,0.574,84.83,57.81,151294558000,1.3123e+10,2.4753e+10
"SMCI","Super Micro Computer Inc","TECHNOLOGY","ELECTRONIC COMPUTERS",18.33,0.76,4.012,1.202,15.56,1.225,0.0694,0.0649,0.128,0.31,0.549,0,NA,NA,NA,NA,NA,NA,1.203,114.78,17.25,25027095000,1595796000,20819874000
"VZ","Verizon Communications Inc","TECHNOLOGY","TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)",10.52,2.168,1.848,1.361,7.31,2.579,0.13,0.212,0.0505,0.185,0.016,-0.31,NA,NA,NA,0.0622,2.685,NA,0.396,47.36,36.69,183416635000,48790999000,134787998000
"PPL","PPL Corporation","ENERGY & TRANSPORTATION","ELECTRIC SERVICES",29.07,1.329,1.83,3.044,13.16,4.994,0.105,0.146,0.0281,0.0634,0.089,0.598,NA,NA,NA,0.0312,1.03,NA,0.784,35.62,25.09,25759078000,3.16e+09,8.462e+09
"DHI","DR Horton Inc","REAL ESTATE & CONSTRUCTION","OPERATIVE BUILDERS",8.97,0.497,1.602,1.109,7.14,1.146,0.127,0.14,0.109,0.192,-0.015,-0.074,NA,NA,NA,0.0126,1.3,NA,1.806,198.79,124.23,40674697000,6.074e+09,36688400000
"NTRS","Northern Trust Corporation","FINANCE","STATE COMMERCIAL BANKS",10.02,1.009,1.603,2.301,NA,3.969,0.245,0.356,0.0133,0.165,0.284,3.381,NA,NA,NA,0.0307,3,NA,1.093,113.77,76.81,19083858000,NA,8293400000
"EMR","Emerson Electric Company","MANUFACTURING","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)",31.53,1.487,3.08,3.596,14.89,3.869,0.137,0.194,0.0445,0.077,0.014,3.199,NA,NA,NA,0.0189,2.103,NA,1.351,134.28,95.82,63117332000,4.727e+09,1.755e+10
"MET","MetLife Inc","FINANCE","LIFE INSURANCE",13.54,1.046,1.996,0.772,NA,1.009,0.0624,0.0467,0.0051,0.153,-0.019,1.307,NA,NA,NA,0.0271,2.155,NA,1.03,88.48,65.86,54777549000,6.259e+09,70982001000
"WELL","Welltower Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",92.4,3.345,2.967,11.86,38.89,13.76,0.119,0.139,0.0169,0.033,0.286,0.253,NA,NA,NA,0.0181,2.62,NA,1.191,158.55,86.02,94810980000,2962831000,7991118000
"DVN","Devon Energy Corporation","ENERGY & TRANSPORTATION","CRUDE PETROLEUM & NATURAL GAS",7.58,14.9,1.546,1.477,4.175,1.93,0.191,0.224,0.0931,0.219,0.176,-0.461,NA,NA,NA,0.0278,1.45,NA,1.954,53.34,30.17,22407539000,7.389e+09,1.5171e+10
"GL","Globe Life Inc","FINANCE","LIFE INSURANCE",10.5,NA,1.982,1.82,NA,2.265,0.185,0.248,0.0323,0.219,0.036,0.047,NA,NA,NA,0.0086,0.96,NA,0.77,131.39,38.66,10515428000,1502304000,5778069000
"ODFL","Old Dominion Freight Line Inc","ENERGY & TRANSPORTATION","TRUCKING (NO LOCAL)",29.65,2.591,8.14,5.94,18.13,5.93,0.204,0.241,0.175,0.279,-0.073,-0.165,NA,NA,NA,0.0069,1.04,NA,1.106,232.61,159.35,34538562000,1888576000,5814810000
"EW","Edwards Lifesciences Corp","LIFE SCIENCES","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",29.61,5.41,4.074,7.49,21.74,6.89,0.767,0.255,0.0826,0.166,0.094,0.071,NA,NA,NA,NA,NA,NA,1.123,96.12,58.93,40735592000,1635900000,5439500000
"UNP","Union Pacific Corporation","ENERGY & TRANSPORTATION","RAILROADS, LINE-HAUL OPERATING",21.42,2.462,8.5,5.92,14.04,7.21,0.278,0.415,0.0906,0.426,-0.006,0.078,NA,NA,NA,0.0226,5.28,NA,1.052,255.44,214.96,143536062000,1.2166e+10,24249999000
"TTWO","Take-Two Interactive Software Inc","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",NA,1.379,6.33,6.62,49.45,7.16,-0.671,-0.0789,-0.0248,-0.514,-0.005,-0.497,NA,NA,NA,NA,NA,NA,0.82,218.75,135.24,36105789000,354500000,5450500000
"ORLY","O’Reilly Automotive Inc","TRADE & SERVICES","RETAIL-AUTO & HOME SUPPLY STORES",32.68,2.076,210.18,4.55,22.47,5.02,0.143,0.18,0.141,0.586,0.069,0.027,NA,NA,NA,NA,NA,NA,0.912,1389.05,947.49,76023955000,3713549000,16708479000
"TJX","The TJX Companies Inc","TRADE & SERVICES","RETAIL-FAMILY CLOTHING STORES",26.59,2.37,15.17,2.259,18.2,2.391,0.0863,0.113,0.128,0.62,-0.004,0.013,NA,NA,NA,0.0132,1.5,NA,0.962,127.61,91.12,127322366000,7.406e+09,56360002000
"WBD","Warner Bros Discovery Inc","TECHNOLOGY","CABLE & OTHER PAY TELEVISION SERVICES",NA,2.786,0.735,0.636,5.1,1.506,-0.288,0.0764,0.0035,-0.282,-0.025,2.267,NA,NA,NA,NA,NA,NA,1.49,12.7,6.64,25014004000,7.671e+09,39321002000
"DFS","Discover Financial Services","FINANCE","PERSONAL CREDIT INSTITUTIONS",9.27,2.795,2.45,3.179,NA,3.274,0.349,0.513,0.0303,0.282,0.566,2.51,NA,NA,NA,0.017,2.8,NA,1.448,205.05,117.14,41328636000,NA,1.2999e+10
"LUV","Southwest Airlines Company","ENERGY & TRANSPORTATION","AIR TRANSPORTATION, SCHEDULED",41.75,0.435,1.817,0.684,7.35,0.66,0.0169,0.0377,0.0051,0.0446,0.016,-0.644,NA,NA,NA,0.0227,0.72,NA,1.1,35.72,23.18,18805133000,1.671e+09,27483001000
"SBAC","SBA Communications Corp","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",31.45,1.871,NA,8.76,26.4,14.48,0.28,0.573,0.0883,0,0.028,0.595,NA,NA,NA,0.0203,3.92,NA,0.739,250.22,180.17,23484822000,1794580000,2679634000
"PGR","Progressive Corp","FINANCE","FIRE, MARINE & CASUALTY INSURANCE",19.69,0.132,6.5,2.207,21.85,2.297,0.113,0.15,0.0707,0.37,0.2,0.19,NA,NA,NA,0.0173,4.9,NA,0.351,287.49,197.24,166301352000,1.1276e+10,75343004000
"EG","Everest Group Ltd","FINANCE","FIRE, MARINE & CASUALTY INSURANCE",11.29,-50,1.11,0.895,NA,1.021,0.0798,-0.184,0.0186,0.101,0.206,-0.245,NA,NA,NA,0.0223,7.75,NA,0.609,405.2,327.37,15398744000,NA,17208001000
"TGT","Target Corporation","TRADE & SERVICES","RETAIL-VARIETY STORES",11.82,1.439,3.252,0.448,7.26,0.589,0.0384,0.0494,0.0634,0.291,-0.031,-0.19,NA,NA,NA,0.0428,4.44,NA,1.182,176.42,103.46,47698805000,8.72e+09,106566001000
"MOH","Molina Healthcare Inc","FINANCE","HOSPITAL & MEDICAL SERVICE PLANS",15.09,-0.62,3.805,0.437,5.94,0.276,0.0301,0.0374,0.07,0.271,0.191,0.203,NA,NA,NA,NA,NA,NA,0.564,423.92,262.32,17106210000,1.825e+09,39163998000
"SBUX","Starbucks Corporation","TRADE & SERVICES","RETAIL-EATING & DRINKING PLACES",31.65,2.445,NA,3.083,19.61,3.689,0.0973,0.114,0.0978,0,-0.003,-0.235,NA,NA,NA,0.0249,2.36,NA,0.985,117.46,70.02,111446090000,6416800000,36148699000
"STLD","Steel Dynamics Inc","MANUFACTURING","STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",12.92,10.91,2.133,1.087,8.56,1.228,0.0876,0.0613,0.0814,0.174,-0.085,-0.485,NA,NA,NA,0.0157,1.84,NA,1.353,154.93,103.8,19057904000,2421944000,17540391000
"GDDY","Godaddy Inc","TECHNOLOGY","SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN",27.31,3.224,35.98,5.44,26.16,6.06,0.205,0.223,0.0738,2.484,0.084,-0.824,NA,NA,NA,NA,NA,NA,1.255,216,117.33,24899858000,1068400000,4573200000
"ES","Eversource Energy","ENERGY & TRANSPORTATION","ELECTRIC SERVICES",27.04,0.921,1.497,1.892,12.49,4.336,0.0682,0.226,0.0306,0.0555,0.103,22.74,NA,NA,NA,0.049,2.86,NA,0.617,66.64,53.59,22516931000,4254612000,11900809000
"MKC","McCormick & Company Incorporated","MANUFACTURING","MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS",27.51,2.582,4.071,3.202,19.64,3.845,0.117,0.172,0.052,0.152,0.026,-0.026,NA,NA,NA,0.0224,1.68,NA,0.711,86.24,65.75,21529647000,1265100000,6723700000
"FITB","Fifth Third Bancorp","FINANCE","STATE COMMERCIAL BANKS",12.28,3.128,1.462,3.223,NA,5.6,0.291,0.385,0.0108,0.119,-0.054,0.196,NA,NA,NA,0.0384,1.44,NA,1.235,48.65,32.91,25620754000,NA,7.95e+09
"EL","Estee Lauder Companies Inc","LIFE SCIENCES","PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",NA,0.816,5.74,1.577,53.34,2.025,-0.0461,0.115,0.0435,-0.13,-0.064,1.116,NA,NA,NA,0.021,2.33,NA,1.071,152.29,61.7,23928240000,2.329e+09,15175999000
"TFC","Truist Financial Corp","FINANCE","NATIONAL COMMERCIAL BANKS",NA,1.944,0.916,4.64,NA,8.39,0.422,0.371,-1e-04,-7e-04,0.065,0.239,NA,NA,NA,0.0513,2.08,NA,1.059,48.51,32.88,52931940000,NA,1.1408e+10
"DPZ","Domino's Pizza Inc Common Stock","TRADE & SERVICES","WHOLESALE-GROCERIES & RELATED PRODUCTS",25.5,3.269,NA,3.101,19.5,4.167,0.124,0.181,0.322,0,0.031,0.301,NA,NA,NA,0.0164,6.04,NA,1.063,535.25,391.71,14596116000,934989000,4706416000
"MGM","MGM Resorts International","REAL ESTATE & CONSTRUCTION","HOTELS & MOTELS",13.23,1.782,3,0.526,16,2.219,0.0433,0.0806,0.0246,0.263,-0.006,-0.438,NA,NA,NA,NA,NA,NA,2.193,48.24,29.99,9069100000,2493522000,17240545000
"MU","Micron Technology Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",28.88,0.205,2.4,3.86,9.17,4.093,0.133,0.25,0.042,0.0866,0.843,-0.432,NA,NA,NA,0.0046,0.46,NA,1.228,157.02,83.43,112297198000,1.2361e+10,29094001000
"TMUS","T-Mobile US Inc","TECHNOLOGY","RADIOTELEPHONE COMMUNICATIONS",26.53,1.397,4.734,3.59,12.93,4.929,0.139,0.202,0.0546,0.179,0.068,0.533,NA,NA,NA,0.0138,3.06,NA,0.636,276.49,156.63,292262609000,31079999000,81399996000
"NCLH","Norwegian Cruise Line Holdings Ltd","ENERGY & TRANSPORTATION","WATER TRANSPORTATION",10.15,0.465,5.92,0.891,8.56,2.252,0.096,0.102,0.0464,1.055,0.062,0.34,NA,NA,NA,NA,NA,NA,2.633,29.29,14.69,8442545000,2439040000,9479651000
"TAP","Molson Coors Brewing Co Class B","MANUFACTURING","MALT BEVERAGES",11.14,3.132,0.923,1.04,6.8,1.489,0.0965,0.158,0.0432,0.0861,-0.02,1.923,NA,NA,NA,0.0315,1.76,NA,0.825,67.04,48.07,12089982000,2476700000,1.1627e+10
"VICI","VICI Properties Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",12.6,NA,1.284,8.85,14.38,13.3,0.696,0.851,0.0495,0.103,0.047,-0.19,NA,NA,NA,0.0536,1.695,NA,0.967,34.03,25.97,34066964000,3544492000,3849205000
"FDX","FedEx Corporation","ENERGY & TRANSPORTATION","AIR COURIER SERVICES",15.46,0.878,2.205,0.667,8.65,1.036,0.0445,0.0764,0.0472,0.146,0.139,-0.133,NA,NA,NA,0.0228,5.4,NA,1.239,309.09,237.94,58334114000,1.0874e+10,87393001000
"FAST","Fastenal Company","TRADE & SERVICES","RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",37.63,3.356,11.93,5.72,25.66,5.75,0.152,0.189,0.206,0.33,0.037,-0.034,NA,NA,NA,0.0229,1.56,NA,1.04,84.39,60.35,43157926000,1685400000,7.546e+09
"LULU","Lululemon Athletica Inc.","MANUFACTURING","APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL",22.47,1.193,9.5,3.72,13.68,3.752,0.171,0.205,0.227,0.462,0.087,0.463,NA,NA,NA,NA,NA,NA,1.21,480.94,226.01,37878477000,2796140000,10181732000
"DIS","Walt Disney Company","TRADE & SERVICES","SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION",32.03,0.86,1.749,1.928,14.16,2.358,0.0607,0.168,0.0425,0.0591,0.048,0.346,NA,NA,NA,0.0101,0,NA,1.411,122.63,83.54,178320392000,1.8449e+10,9.2502e+10
"TEL","TE Connectivity Ltd","TRADE & SERVICES","WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",23.05,2.871,3.507,2.746,12.63,2.932,0.121,0.195,0.0814,0.149,0.001,-0.696,NA,NA,NA,0.0195,2.54,NA,1.314,157.94,135.27,43523736000,3.78e+09,1.585e+10
"LDOS","Leidos Holdings Inc","TECHNOLOGY","SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN",14.59,2.34,4,1.059,10.37,1.32,0.0753,0.0948,0.0879,0.287,0.097,0.279,NA,NA,NA,0.0119,1.54,NA,0.726,201.76,121.91,17648521000,2.105e+09,1.6662e+10
"KMB","Kimberly-Clark Corporation","MANUFACTURING","CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)",18.5,1.63,55.13,2.309,13.29,2.636,0.127,0.133,0.117,2.524,-0.008,-0.116,NA,NA,NA,0.0361,4.88,NA,0.382,150.45,118.79,46311887000,3.928e+09,20057999000
"VMC","Vulcan Materials Company","ENERGY & TRANSPORTATION","MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)",33.43,1.964,3.764,4.12,18.09,4.83,0.123,0.204,0.056,0.118,0.011,0.297,NA,NA,NA,0.0085,1.84,NA,0.797,297.65,215.08,30559687000,2050400000,7417700000
"GE","GE Aerospace","MANUFACTURING","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)",32.37,12.17,10.87,5.43,21.95,5.55,0.169,0.283,0.0327,0.276,0.143,0.21,NA,NA,NA,0.0073,1.12,NA,1.196,211.8,132.86,210233573000,8.941e+09,38701998000
"DLR","Digital Realty Trust Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",92.86,2.29,2.427,9.37,22.63,11.68,0.111,0.161,0.0089,0.0266,0.045,14.87,NA,NA,NA,0.0328,4.88,NA,0.676,195.06,131.44,50926678000,2413809000,5434830000
"PEG","Public Service Enterprise Group Inc","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED",23.03,2.516,2.904,3.95,15.48,6.07,0.172,0.19,0.0289,0.112,-0.054,-0.48,NA,NA,NA,0.0309,2.4,NA,0.617,93.82,61.41,40647676000,3.805e+09,1.029e+10
"GRMN","Garmin Ltd","MANUFACTURING","SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",29.34,2.766,5.24,6.54,21.87,6.16,0.224,0.283,0.109,0.19,0.229,-0.201,NA,NA,NA,0.0168,3,NA,0.974,245.62,136.67,41155215000,1773729000,6296903000
"GPC","Genuine Parts Co","TRADE & SERVICES","WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS",18.86,2.592,3.904,0.721,13.2,0.945,0.0385,0.0528,0.0518,0.206,0.033,-0.575,NA,NA,NA,0.0338,4,NA,0.944,159.51,110.92,16931404000,1952104000,23486568000
"NI","NiSource Inc","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED",24.37,2.204,2.136,3.401,12.59,5.93,0.139,0.264,0.0289,0.0812,0.117,-0.053,NA,NA,NA,0.0284,1.075,NA,0.499,41.45,25.4,18553231000,2391300000,5455100000
"EQR","Equity Residential","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",25.35,15.66,2.374,9.05,14.81,11.6,0.348,0.277,0.0267,0.0925,0.054,0.342,NA,NA,NA,0.0392,2.7,NA,0.933,77.58,57.84,26980979000,1825835000,2980108000
"MDT","Medtronic PLC","LIFE SCIENCES","ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS",28.38,1.601,2.417,3.595,15.95,4.158,0.128,0.22,0.0466,0.0844,0.025,0.019,NA,NA,NA,0.0301,2.79,NA,0.823,96.25,74.72,119366001000,9.41e+09,3.3199e+10
"WMB","Williams Companies Inc","ENERGY & TRANSPORTATION","NATURAL GAS TRANSMISSION",31.47,2.467,5.63,6.49,14.73,9.21,0.207,0.285,0.0394,0.158,0.156,-0.574,NA,NA,NA,0.0349,1.9,NA,1.071,60.91,35.41,69833318000,5.594e+09,1.0753e+10
"WTW","Willis Towers Watson PLC","FINANCE","INSURANCE AGENTS, BROKERS & SERVICE",NA,1.08,4.075,3.259,44.23,3.666,-0.0099,0.344,0.0485,-0.01,0.042,1.059,NA,NA,NA,0.0113,3.56,NA,0.72,344.14,242.81,32361214000,2.661e+09,9.93e+09
"SYK","Stryker Corporation","LIFE SCIENCES","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS",47.62,2.104,6.83,6.24,26.26,6.64,0.133,0.256,0.0747,0.153,0.107,-0.526,NA,NA,NA,0.0091,3.24,NA,0.955,406.19,313.5,141004898000,6.006e+09,2.2595e+10
"MCK","McKesson Corporation","TRADE & SERVICES","WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",29.85,1.122,5.04,0.237,18.18,0.262,0.0082,0.0131,0.0524,0,0.178,0.572,NA,NA,NA,0.0044,2.66,NA,0.512,663.62,463.38,81515790000,6.314e+09,344583012000
"RVTY","Revvity Inc.","LIFE SCIENCES","LABORATORY ANALYTICAL INSTRUMENTS",48.45,0.793,1.754,4.88,18.58,5.67,0.0981,0.187,0.0197,0.0364,0.048,0.219,NA,NA,NA,0.0025,0.28,NA,1.066,129.42,97.14,13445651000,837635000,2755026000
"MAS","Masco Corporation","MANUFACTURING","HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",18.7,1.703,164.42,1.904,12.4,2.234,0.105,0.164,0.165,0.273,-0.029,-0.007,NA,NA,NA,0.0176,1.18,NA,1.249,86.04,63.08,14904525000,1.522e+09,7.828e+09
"PCAR","PACCAR Inc","MANUFACTURING","MOTOR VEHICLES & PASSENGER CAR BODIES",12.56,1.181,2.974,1.547,10,1.726,0.124,0.131,0.0741,0.249,-0.129,-0.386,NA,NA,NA,0.0133,1.17,NA,0.917,120.58,86.75,52065706000,5364700000,33663799000
"XEL","Xcel Energy Inc","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED",20.28,2.254,2.053,2.982,12.54,5.22,0.144,0.113,0.0224,0.104,-0.094,0.094,NA,NA,NA,0.0327,2.19,NA,0.387,72.17,49.59,40075071000,5.282e+09,1.3441e+10
"DOV","Dover Corporation","TECHNOLOGY","CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP",17.95,2.276,3.575,3.209,11.75,3.378,0.348,0.174,0.0676,0.232,0.013,3.939,NA,NA,NA,0.0114,2.05,NA,1.241,221.73,166.4,24856934000,1628806000,7745909000
"EXPE","Expedia Group Inc.","ENERGY & TRANSPORTATION","TRANSPORTATION SERVICES",18.11,0.74,13.42,1.526,8.73,1.675,0.0901,0.112,0.0472,0.438,0.103,1.394,NA,NA,NA,0.0099,0,NA,1.832,207.29,107.03,20889008000,1.831e+09,1.3691e+10
"UBER","Uber Technologies Inc","TRADE & SERVICES","SERVICES-BUSINESS SERVICES, NEC",15.69,42.54,6.93,3.399,28.53,3.493,0.224,0.0644,0.0389,0.56,0.204,3.84,NA,NA,NA,NA,NA,NA,1.39,87,54.84,149468676000,3.536e+09,43977998000
"DAY","Dayforce Inc.","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",503.55,5.36,3.443,4.981,32.71,5.35,0.0103,0.052,0.007,0.0073,0.164,-0.794,NA,NA,NA,NA,NA,NA,1.332,82.69,47.08,8766132000,240300000,1.76e+09
"ZBH","Zimmer Biomet Holdings Inc","LIFE SCIENCES","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",24.82,1.503,1.756,2.851,12.25,3.591,0.118,0.233,0.0465,0.0725,0.043,-0.405,NA,NA,NA,0.0087,0.96,NA,1.039,133.01,97.69,21890959000,2590300000,7678600000
"MTD","Mettler-Toledo International Inc","LIFE SCIENCES","LABORATORY ANALYTICAL INSTRUMENTS",30.39,4.125,3980.99,6.65,22.42,7.15,0.223,0.321,0.215,0.295,0.118,0.403,NA,NA,NA,NA,NA,NA,1.152,1546.93,1142.91,25732524000,1212375000,3872361000
"FCX","Freeport-McMoran Copper & Gold Inc","ENERGY & TRANSPORTATION","METAL MINING",29.88,6.33,3.176,2.193,6.51,2.422,0.0742,0.213,0.0808,0.157,-0.031,-0.292,NA,NA,NA,0.0154,0.6,NA,1.869,54.7,33.98,55830163000,9.536e+09,2.5455e+10
"MAA","Mid-America Apartment Communities Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",36.37,10.19,3.201,8.94,18.51,10.98,0.241,0.295,0.0352,0.0873,0.014,0.035,NA,NA,NA,0.0371,5.88,NA,0.898,173.38,120.05,19593443000,1243153000,2191015000
"LYV","Live Nation Entertainment Inc","TRADE & SERVICES","SERVICES-AMUSEMENT & RECREATION SERVICES",43.53,3.837,159.08,1.19,18.41,1.284,0.0387,0.0331,0.0403,0.674,-0.024,-0.139,NA,NA,NA,NA,NA,NA,1.384,157.75,86.81,27562535000,1796599000,23155626000
"LW","Lamb Weston Holdings Inc","MANUFACTURING","CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",20.06,2.08,4.451,1.149,10.82,1.786,0.058,0.105,0.0717,0.222,-0.076,-0.45,NA,NA,NA,0.029,1.44,NA,0.749,105.25,47.9,7267558000,1.205e+09,6325200000
"GEV","GE Vernova LLC","MANUFACTURING","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)",56.21,2.718,9.06,2.477,48.31,2.272,0.0444,0.0895,0.016,0.164,0.051,1.408,NA,NA,NA,0.0032,0.25,NA,NA,447.5,114.91,86530826000,2.315e+09,34935001000
"MS","Morgan Stanley","FINANCE","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",14.51,3.084,1.963,3.025,NA,4.578,0.218,0.371,0.0112,0.132,0.249,1.636,NA,NA,NA,0.0321,3.625,NA,1.345,142.03,82.28,186027278000,NA,6.1497e+10
"WEC","WEC Energy Group Inc","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED",22.1,2.617,2.737,3.944,13.86,6.31,0.178,0.209,0.0285,0.122,0.03,1.062,NA,NA,NA,0.0334,3.34,NA,0.443,110.19,74.76,33920027000,3435700000,8599900000
"WY","Weyerhaeuser Company","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",54.57,1.488,2.2,3.002,21.54,3.622,0.0556,0.0679,0.025,0.0397,-0.037,-0.633,NA,NA,NA,0.0285,0.8,NA,1.46,35.32,26.21,21382783000,1.171e+09,7.124e+09
"LOW","Lowe's Companies Inc","TRADE & SERVICES","RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS",18.35,2.259,321.82,1.502,13.12,1.951,0.0831,0.0986,0.154,0,-0.003,0.125,NA,NA,NA,0.0205,4.55,NA,1.115,284.55,208.97,125686399000,1.2438e+10,83673997000
"PG","Procter & Gamble Company","LIFE SCIENCES","SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",26.75,3.352,7.82,4.67,18,4.969,0.183,0.272,0.109,0.311,0.021,0.341,NA,NA,NA,0.024,3.96,NA,0.4,179.99,150.79,393864446000,2.4096e+10,84346003000
"SLB","Schlumberger NV","ENERGY & TRANSPORTATION","OIL & GAS FIELD SERVICES, NEC",13.22,1.923,2.645,1.54,7.84,1.744,0.123,0.182,0.0822,0.209,0.033,0.001,NA,NA,NA,0.0277,1.1,NA,1.48,54.25,36.27,55890244000,8.254e+09,36288999000
"MKTX","MarketAxess Holdings Inc","FINANCE","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",29.13,2.931,5.77,9.8,16.79,9.09,0.336,0.395,0.112,0.204,0.026,-0.06,NA,NA,NA,0.0143,2.96,NA,1.046,294.7,186.84,8005282000,414694000,817097000
"VLO","Valero Energy Corporation","ENERGY & TRANSPORTATION","PETROLEUM REFINING",15.07,0.213,1.659,0.328,6.77,0.366,0.0223,0.0127,0.039,0.107,-0.14,-0.746,NA,NA,NA,0.035,4.28,NA,1.34,179.47,115.89,40676258000,6.619e+09,123974001000
"TRV","The Travelers Companies Inc","FINANCE","FIRE, MARINE & CASUALTY INSURANCE",12.15,3.134,2.123,1.274,NA,1.432,0.108,0.224,0.0317,0.189,0.099,0.284,NA,NA,NA,0.0161,4.15,NA,0.621,267.34,197.7,59155345000,7.287e+09,46422999000
"ESS","Essex Property Trust Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",25.59,6.37,3.427,11.17,15.67,14.37,0.407,0.306,0.0285,0.143,0.176,2.925,NA,NA,NA,0.0348,9.8,NA,0.92,316.29,224.98,20352594000,1155938000,1822656000
"EBAY","eBay Inc","TRADE & SERVICES","SERVICES-BUSINESS SERVICES, NEC",16.53,1.69,5.9,2.958,11.32,3.15,0.192,0.186,0.0687,0.343,0.007,-0.003,NA,NA,NA,0.0178,1.08,NA,1.442,71.29,47.63,30420480000,2.578e+09,1.0283e+10
